Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,Unnamed: 16,Unnamed: 17,Unnamed: 18
1529019793659281408,"RT @RisingFlameNow : These exclusions make the #menstruation experience physically and emotionally taxing for disabled menstruators 🩸 #MenstrualHygieneDay

#ICanLead fellow @KavyaMukhija talks about her experience on @BehanBox by @lopes13_flavia ⬇️ #SpotlightMedia (2/2)

https://t.co/cFvwKkARtO https://t.co/xyZaIViXf9",Kavya Mukhija (she/her),KavyaMukhija,2022-05-24T08:41:41.000Z,Tue May 24 08:41:41 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://behanbox.com/2022/03/10/why-women-with-disabilities-have-to-constantly-negotiate-between-isolation-and-intrusion/ ,4,3,photo,https://pbs.twimg.com/media/FTgmsM8VUAEPW5F.jpg,,,
1529019766912204800,"RT @RisingFlameNow : Disabled people menstruate too. 🩸

On #MenstrualHygieneDay, we demand more focus on #access to bathroom &amp; hygiene facilities for disabled menstruators.

Inaccessible bathrooms, along with shame + stigma around menstruation are big barriers to getting proper menstrual care! (1/2) https://t.co/SXlgImKQwT",Kavya Mukhija (she/her),KavyaMukhija,2022-05-24T08:41:34.000Z,Tue May 24 08:41:34 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,photo,https://pbs.twimg.com/media/FTgnX0VVIAEHjee.jpg,,,
1526522296542052352,"RT @RisingFlameNow : Let's talk about #a11y and digital #accessibility this week! 🗣️🗣️🗣️

What are you doing to make your *aesthetic* Instagram (or Facebook, or Twitter, or.. dare we say, LinkedIn?) feed more accessible to disabled folx?

Prioritise digital well-being with us ❤️ #AccessIsJoy [1/2] https://t.co/YzmqisUr29",Kavya Mukhija (she/her),KavyaMukhija,2022-05-17T11:17:31.000Z,Tue May 17 11:17:31 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,0,photo,https://pbs.twimg.com/media/FS3xWUAUcAA-Gmr.jpg,https://pbs.twimg.com/media/FS3wo8SUEAAxhAe.jpg,https://pbs.twimg.com/media/FS3wo-6UAAElOAV.jpg,https://pbs.twimg.com/media/FS3x-SJUEAA8r8W.jpg
1526249946646687746,"What's even the purpose of calling us #Divyang when we can't use our divine powers to bring the temperature down. ☹️
#DisabledLife #DelhiWeather #CenturySoon",Kavya Mukhija (she/her),KavyaMukhija,2022-05-16T17:15:18.000Z,Mon May 16 17:15:18 +0000 2022,6,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,4,0,,,,,
1523367133257732098,"@ChhaviLeekha @mishra_abhi @IndiGo6E @JM_Scindia @DGCAIndia @PMOIndia You should invest a lot more on disability sensitization and training of all your staff so that the next time if it happens (God forbid), you would use 'passengers with disabilities' instead of 'specially-abled passengers'.",Kavya Mukhija (she/her),KavyaMukhija,2022-05-08T18:20:02.000Z,Sun May 08 18:20:02 +0000 2022,9,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,6,,,,,
1523194321771499522,So grateful to have my piece published on Dislang Mag! ❤️ Head on to the tweet to read! https://t.co/VQ2rpms8JA,Kavya Mukhija (she/her),KavyaMukhija,2022-05-08T06:53:20.000Z,Sun May 08 06:53:20 +0000 2022,3,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/Dislangmag/status/1522917894501576705 ,0,0,,,,,
1518308701400346625,@abhishekanicca @armanaly @nipunmalhotra @drsitu @JoChopra Sure! Got one in June last year. I'll be happy to help! Please DM. :),Kavya Mukhija (she/her),KavyaMukhija,2022-04-24T19:19:37.000Z,Sun Apr 24 19:19:37 +0000 2022,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,5,,,,,
1512461065753608194,@TheSafecityApp @elsamariedsilva @hkearl @chaitanyamukund @chalkbackorg @catcallsofnyc_ @supreetksingh @StopStHarassmnt A3. The larger issue is that women with disabilities are still not given the agency to understand that they have undergone abuse. The fact that 'they're at least being helped' or 'we're thinking too much' is what is given primary importance!,Kavya Mukhija (she/her),KavyaMukhija,2022-04-08T16:03:12.000Z,Fri Apr 08 16:03:12 +0000 2022,7,3,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,8,,,,,
1512458590639910912,"@chaitanyamukund @TheSafecityApp @elsamariedsilva @catcallsofnyc_ @StopStHarassmnt @hkearl @supreetksingh @chalkbackorg Exactly! In fact, whenever we have to rely on strangers for help, we become a little more susceptible to physical abuse and harassment. Irrespective of that, psychological trauma remains.",Kavya Mukhija (she/her),KavyaMukhija,2022-04-08T15:53:22.000Z,Fri Apr 08 15:53:22 +0000 2022,6,4,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,8,,,,,
1511693532033175556,"RT @RisingFlameNow : For #WorldHealthMonth, equitable + accessible vaccination is on our agenda ⬇️ [Thread]

#Disability and #Gender have both been axes of #vaccine discrimination. Disabled women have faced the brunt of its exclusion. (@KavyaMukhija on @FeminismInIndia) [1/4]

https://t.co/e5JcDZ6Zgw",Kavya Mukhija (she/her),KavyaMukhija,2022-04-06T13:13:18.000Z,Wed Apr 06 13:13:18 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://feminisminindia.com/2020/08/14/covid-19-persons-with-disabilities-health/ ,4,2,,,,,
