Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,Unnamed: 16,Unnamed: 17,Unnamed: 18
1530125868957597696,"Congratulations to #GeetanjaliShree for her #TombOfSand, #India's first Hindi novel to win the #InternationalBookerPrize. 

 @TheBookerPrizes https://t.co/VSHenhqrKV",Sminu Jindal,SminuJindal,2022-05-27T09:56:50.000Z,Fri May 27 09:56:50 +0000 2022,18,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,4,1,photo,https://pbs.twimg.com/media/FTwZNfiaMAUCfNL.jpg,,,
1529454086428717056,"Small considerations can make big differences, &amp; create business opportunities.
My thoughts on how small steps and big ideas can help solve some of the world's biggest problems in this glimpse from my talk at this year’s #GLC2022 by the @EntrepreneurOrg - https://t.co/cB2e4arWfi https://t.co/TNMhBmR5JD",Sminu Jindal,SminuJindal,2022-05-25T13:27:24.000Z,Wed May 25 13:27:24 +0000 2022,37,14,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.youtube.com/watch?v=7Kh8j819BHs ,1,1,video,https://video.twimg.com/ext_tw_video/1529452923692134401/pu/vid/640x360/a4nQGT8fJsRFROxL.mp4?tag=12,,,
1522495607763468289,"Am glad I stood by my decision to fly @airindiain despite earlier experience. Flying AI102 on 29th April was the complete opposite of 15th April. Big thank you to all the staff &amp; crew, @RNTata2000, and @airindiain for making it memorable! @JM_Scindia #Accessibility4All https://t.co/OpkmCx7Zme",Sminu Jindal,SminuJindal,2022-05-06T08:36:54.000Z,Fri May 06 08:36:54 +0000 2022,246,27,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,1,4,photo,https://pbs.twimg.com/media/FSD9df5VgAAh_fs.jpg,https://pbs.twimg.com/media/FSD9df7VsAAEoun.jpg,https://pbs.twimg.com/media/FSD9df8VEAEiL2w.jpg,
1518834796994039809,"RT @EntrepreneurOrg : ""Accessibility is hope. Hope is priceless. It's worth it for all of us to look into this and making it happen."" -@sminujindal, @Jindal_SAW @SvayamIndia #GLC2022",Sminu Jindal,SminuJindal,2022-04-26T06:10:08.000Z,Tue Apr 26 06:10:08 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,3,,,,,
1518834764660105216,"RT @EntrepreneurOrg : ""I like to learn from every person that I come across."" -@sminujindal, @Jindal_SAW @SvayamIndia #GLC2022",Sminu Jindal,SminuJindal,2022-04-26T06:10:01.000Z,Tue Apr 26 06:10:01 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,3,,,,,
1518834756099608576,"RT @EntrepreneurOrg : ""It's so easy to win in life if one pursues what one thinks is best."" -@sminujindal, @Jindal_SAW @SvayamIndia #GLC2022",Sminu Jindal,SminuJindal,2022-04-26T06:09:59.000Z,Tue Apr 26 06:09:59 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,3,,,,,
1518834731327967232,"RT @EntrepreneurOrg : ""Believe in yourself. Fear is all in our mind. Take a step forward.. When we become brave, we move life forward. Just believe in yourself. It's possible."" -@sminujindal, @Jindal_SAW @SvayamIndia #GLC2022",Sminu Jindal,SminuJindal,2022-04-26T06:09:53.000Z,Tue Apr 26 06:09:53 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,3,,,,,
1518834364649402368,"RT @EntrepreneurOrg : “There is much more to me than just my legs. If it wasn’t for my accident, I probably wouldn’t have had the opportunity to stand on my own two feet.. and chase my dreams.”  -@sminujindal, the managing director of 
@Jindal_SAW and founder of @SvayamIndia",Sminu Jindal,SminuJindal,2022-04-26T06:08:25.000Z,Tue Apr 26 06:08:25 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,3,,,,,
1518834304951799813,"RT @EntrepreneurOrg : ""Every time there’s a challenge, I just want to push myself a little bit harder, and it’s that ability to overcome that allows me to be here and sit among you. And I'm just so honored and proud of myself."" -@sminujindal of 
@Jindal_SAW and @SvayamIndia #GLC2022",Sminu Jindal,SminuJindal,2022-04-26T06:08:11.000Z,Tue Apr 26 06:08:11 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,3,,,,,
1518829477278916611,"RT @marianodjc : On success: ""There's no Plan B. There's only Plan A"", say Jane Bianchini and Sminu Jindal.  #GLC2022 @JaneBianchini @sminujindal @EntrepreneurOrg https://t.co/o6MKbhNkSc",Sminu Jindal,SminuJindal,2022-04-26T05:49:00.000Z,Tue Apr 26 05:49:00 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,3,photo,https://pbs.twimg.com/media/FRN5bpxVcAE9Erj.png,,,
1518828648073424896,"RT @marianodjc : A piece of advice in a tweet: ""Believe in yourself. Fear is all in your mind. Take a step forward."" #GLC2022 @sminujindal @EntrepreneurOrg https://t.co/E0VmWRdz7b",Sminu Jindal,SminuJindal,2022-04-26T05:45:42.000Z,Tue Apr 26 05:45:42 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,2,photo,https://pbs.twimg.com/media/FRN9K9nUUAEwMRL.png,,,
1518828549159145472,"RT @marianodjc : Businesses need to realize: ""Disability is a problem, accessibility is a solution. Accessibility is reaching your place of destination with ease and safety. It’s a big business opportunity. It's a trillion dollar economy that’s waiting to happen."" #GLC2022 @sminujindal https://t.co/B2bIBF6cjY",Sminu Jindal,SminuJindal,2022-04-26T05:45:19.000Z,Tue Apr 26 05:45:19 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,1,photo,https://pbs.twimg.com/media/FRN-omLVcAAqAso.png,,,
1518529202936774657,"A conversation may not bring change, it may begin it. I’m at the @EntrepreneurOrg's Global Leadership Summit, Washington, D.C. on the 25th of April. #GLC2022 #entrepreneur #Accessibility4all https://t.co/NjF954ckUM",Sminu Jindal,SminuJindal,2022-04-25T09:55:49.000Z,Mon Apr 25 09:55:49 +0000 2022,53,12,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,3,1,photo,https://pbs.twimg.com/media/FRLmMqRacAAJ_5a.jpg,,,
1516045907451867144,"@JM_Scindia @RNTata2000 @TataCompanies @airindiain @Officejmscindia Thank you for your prompt reaction, @JM_Scindia ji. Hope no other passenger has to undergo such a harrowing experience. I stand committed to @airindiain on my return journey",Sminu Jindal,SminuJindal,2022-04-18T13:28:05.000Z,Mon Apr 18 13:28:05 +0000 2022,7,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,7,,,,,
1516037098272616452,Reaching out to @RNTata2000 @airindiain in the hope that passengers with reduced mobility are treated with the #dignity and #sensitivity that the service industry embodies.,Sminu Jindal,SminuJindal,2022-04-18T12:53:05.000Z,Mon Apr 18 12:53:05 +0000 2022,16,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,2,2,,,,,
